,item_id,title,Tags
60,969,"African Queen, The (1951)",classic adventure boring romance colonialism jungle africa world war i
61,594,Snow White and the Seven Dwarfs (1937),classic musical music romantic funny animation cute sweet witches
62,903,Vertigo (1958),classic romance disturbing murder suspense detective intense obsession identity san francisco
63,1035,"Sound of Music, The (1965)",classic musical music romantic drama war true story children 1930s dance cheesy world war ii childhood nazis
64,1288,This Is Spinal Tap (1984),classic music boring quirky witty parody comedy satire hilarious absurd satirical cult musicians rock and roll
65,923,Citizen Kane (1941),classic music boring drama mystery journalism biography story awesome depression money opera
66,1086,Dial M for Murder (1954),classic love adultery marriage murder suspense detective investigation crime infidelity writing
67,3507,"Odd Couple, The (1968)",classic friendship new york city
68,3601,"Castaway Cowboy, The (1974)",classic children
69,6911,"Jolson Story, The (1946)",classic musical biography
70,25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954),classic samurai
71,71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)",classic boring
72,85012,"Given Word, The (O Pagador de Promessas) (1962)",classic drama
73,114721,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),classic children
74,117442,The Monkey King (2014),classic fantasy religion
75,129943,Asthma (2014),classic addiction
76,140123,One's Own Choice (1972),classic drama poverty tragedy
77,147051,Manichitrathazhu (1993),classic thriller comedy
78,147053,Devasuram (1993),classic murder revenge dance
79,156519,Clipped Wings (1953),classic comedy
80,159841,Highway 301 (1950),['classic']
81,176449,Chop Suey (2001),classic biography jazz lesbian photography
82,180111,David Copperfield (1993),['classic']
83,182503,Oru Vadakkan Veeragatha (1989),classic history revenge epic
84,183849,Now More Than Ever: The History of Chicago (2016),classic music biography
85,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),classic anime apocalypse war funny genius corruption politics humor surreal witty dark humor black comedy comedy social commentary satire hilarious silly absurd anti-war nuclear war satirical military cold war nuclear
86,2183,"Man Who Knew Too Much, The (1956)",classic adventure assassination thriller murder suspense espionage kidnapping british 1950s
87,2420,"Karate Kid, The (1984)",classic comedy violence coming of age 1980s inspirational martial arts bullying los angeles good
88,904,Rear Window (1954),classic mystery assassination thriller murder suspense photography obsession 1950s identity ballet noir
89,3147,"Green Mile, The (1999)",classic drama racism emotional death penalty revenge sexuality social commentary predictable 1930s supernatural crime magic realism life
90,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),classic adventure racism funny action romance mystery plot twist comedy awesome violence hilarious 1930s fun kids light supernatural epic religion treasure nazis fighting biblical egypt pulp archaeology
91,1197,"Princess Bride, The (1987)",classic adventure fantasy quirky romantic love funny action romance revenge witty torture comedy 1980s hilarious feel-good fun cheesy medieval pirates modern fantasy fighting fairy tales sweet
92,5103,"Sandlot, The (1993)",classic children coming of age kids baseball
93,1873,"Misérables, Les (1998)",classic 19th century paris
94,25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",classic death surreal surrealism 1920s dreams short
95,926,All About Eve (1950),classic relationships psychology hollywood obsession camp broadway
96,3742,Battleship Potemkin (1925),classic true story politics violence political controversial military revolution
97,1500,Grosse Pointe Blank (1997),classic funny action romance strange comedy high school predictable hitman mafia assassins
98,1221,"Godfather: Part II, The (1974)",classic boring romantic racism abortion psychology revenge violence crime italy mafia divorce organized crime gambling cuba
99,2140,"Dark Crystal, The (1982)",classic fantasy dark high fantasy wizards creepy dark fantasy puppets alternate universe
100,1028,Mary Poppins (1964),classic musical funny children surreal witty magic animation dance martial arts cute childhood
101,6874,Kill Bill: Vol. 1 (2003),classic anime boring quirky funny action thriller beautiful murder revenge violence cheesy mafia martial arts gore japan rape
102,589,Terminator 2: Judgment Day (1991),classic artificial intelligence adventure music apocalypse time travel robots action thriller murder dystopia humor story future television violence computers redemption cheesy nuclear war androids chase fighting
103,2571,"Matrix, The (1999)",classic artificial intelligence philosophical adventure fantasy science fiction boring philosophy thought-provoking drama war action romance interesting thriller science alternate reality dystopia strange story future technology surreal dark comedy violence futuristic conspiracy computers hackers hacking intense entertaining epic cyberpunk virtual reality post apocalyptic martial arts military visual fighting action packed alternate universe noir cool
104,26074,Paris Blues (1961),classic jazz paris
105,899,Singin' in the Rain (1952),classic musical boring romance history parody comedy satire silly dance fun 1920s hollywood sweet broadway
106,493,Menace II Society (1993),classic drugs gritty poverty crime gangsters gangs los angeles
107,34162,Wedding Crashers (2005),classic funny romance comedy hilarious sex silly predictable
108,35836,"40-Year-Old Virgin, The (2005)",classic funny romance sexuality comedy nerds crude humor geeks hilarious sex marijuana romantic comedy cute beer
109,1305,"Paris, Texas (1984)",classic loneliness relationships redemption photography isolation los angeles travel paris texas
110,1301,Forbidden Planet (1956),classic aliens science fiction space romance psychology intellectual
111,551,"Nightmare Before Christmas, The (1993)",classic musical adventure fantasy music quirky dogs romance beautiful surreal dark magic animation ghosts gothic creepy christmas dark fantasy halloween
112,920,Gone with the Wind (1939),classic boring drama war love social commentary epic historical dreams slavery rape civil war literature
113,1199,Brazil (1985),classic fantasy boring quirky thought-provoking dystopia future imagination surreal dark dark humor weird black comedy futuristic satire absurd insanity satirical dreams visual surveillance workplace dark fantasy bizarre noir
114,1302,Field of Dreams (1989),classic fantasy drama inspirational baseball good
115,1673,Boogie Nights (1997),classic drugs pornography black comedy 1980s sex 1970s homosexuality
116,1784,As Good as It Gets (1997),classic quirky friendship funny relationships romance psychology psychological mental illness comedy predictable feel-good writing
117,2068,Fanny and Alexander (Fanny och Alexander) (1982),classic drama emotional funny disturbing coming of age epic christmas foreign swedish
118,5060,M*A*S*H (a.k.a. MASH) (1970),classic quirky war witty parody satire crude humor suicide satirical military
119,8961,"Incredibles, The (2004)",classic science fiction funny action children story superheroes technology witty animation comedy fun supernatural cute self discovery fashion good great
120,26084,"Music Man, The (1962)",classic musical romance comedy satire
121,31923,"Three Musketeers, The (1973)",classic witty satire light historical france paris
122,32781,Hawaii (1966),classic epic hawaii
123,37736,Oliver Twist (2005),classic child abuse story violence poverty
124,1032,Alice in Wonderland (1951),classic funny alternate reality talking animals surreal surrealism animation parallel universe cute childhood rabbits sweet adaptation
125,1228,Raging Bull (1980),classic boring drama character study biography beautiful television photography boxing 1960s 1950s brothers
126,2366,King Kong (1933),classic horror adventure thought-provoking action romance scary dinosaurs new york city
127,6988,Broken Blossoms or The Yellow Man and the Girl (1919),classic racism drugs murder china suicide boxing addiction immigrants religion gambling drinking interracial romance
128,7092,Anna Karenina (1935),classic love adultery marriage dance infidelity russia 19th century guilt opera
129,25769,"Steamboat Bill, Jr. (1928)",classic catastrophe
130,1974,Friday the 13th (1980),classic horror boring murder revenge scary cheesy cult camp
131,3210,Fast Times at Ridgemont High (1982),classic friendship abortion romance coming of age teen high school 1980s sex marijuana fun rock and roll cheerleading
132,2528,Logan's Run (1976),classic science fiction aging dystopia future violence futuristic cheesy teleportation utopia
133,364,"Lion King, The (1994)",classic musical music friendship talking animals animation coming of age fun kids inspirational educational animals africa lions good great literature
134,1097,E.T. the Extra-Terrestrial (1982),classic fantasy aliens space boring drama emotional children sad comedy intense stranded halloween
135,2109,"Jerk, The (1979)",classic biography
136,2565,"King and I, The (1956)",classic musical music emotional story social commentary entertaining
137,4039,Annie (1982),classic musical
138,1,Toy Story (1995),classic adventure fantasy time travel friendship funny action children story witty animation comedy fun kids light martial arts bullying cute toys
139,4519,"Land Before Time, The (1988)",classic friendship animation coming of age dinosaurs
140,2918,Ferris Bueller's Day Off (1986),classic genius comedy coming of age teen high school 1980s fun chicago nostalgia
141,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),classic adventure music time travel science fiction drama mystery thriller genius psychology depressing dystopia genetics story future mental illness imagination dark violence absurd schizophrenia end of the world disappointing
142,1244,Manhattan (1979),classic love relationships romance adultery writers beautiful humor new york comedy satire photography divorce new york city
143,913,"Maltese Falcon, The (1941)",classic boring funny mystery murder espionage gritty detective private detective betrayal noir san francisco
144,955,Bringing Up Baby (1938),classic quirky romance witty comedy silly predictable romantic comedy animals funny as hell
145,1254,"Treasure of the Sierra Madre, The (1948)",classic adventure disturbing 1920s money mexico
146,96545,"Mikado, The (1939)",classic musical mistaken identity opera
147,8387,Police Academy: Mission to Moscow (1994),classic mafia
148,6753,Secondhand Lions (2003),classic funny awesome unique coming of age inspirational money sweet texas
149,2644,Dracula (1931),classic sexuality gothic vampires spiders
150,1276,Cool Hand Luke (1967),classic drama death gritty gangs
151,2010,Metropolis (1927),classic science fiction dystopia future social commentary androids chase
152,1291,Indiana Jones and the Last Crusade (1989),classic adventure action mystery thriller witty supernatural religion treasure chase nazis cool pulp archaeology
153,1387,Jaws (1975),classic horror music suspense scary 1970s gore police animals creepy
154,6373,Bruce Almighty (2003),classic fantasy funny journalism television comedy supernatural religion moon god
155,5722,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)",['classic']
156,5840,"My Mother's Castle (Château de ma mère, Le) (1990)",classic biography coming of age french
157,1225,Amadeus (1984),classic music art drama biographical genius history true story biography beautiful murder hilarious inspirational historical italy 18th century opera god
158,1250,"Bridge on the River Kwai, The (1957)",classic war true story epic british japan jungle
159,2657,"Rocky Horror Picture Show, The (1975)",classic musical music aliens quirky adultery queer disturbing murder sexuality parody weird satire sex insanity cult androids infidelity homosexuality rock and roll cross dressing camp transgender
160,1088,Dirty Dancing (1987),classic music abortion romance chick flick coming of age teen 1980s sex predictable dance cheesy 1960s cute
161,1307,When Harry Met Sally... (1989),classic romantic friendship funny relationships romance new york jazz chick flick 1980s fun cheesy romantic comedy cute good
162,2804,"Christmas Story, A (1983)",classic chick flick coming of age childhood christmas brothers school nostalgia
163,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),classic fantasy funny action mystery comedy ghosts 1980s hilarious supernatural mythology monsters
164,2944,"Dirty Dozen, The (1967)",classic war military world war ii
165,3527,Predator (1987),classic aliens survival action silly military chase
166,7980,"Bridge Too Far, A (1977)",classic war history epic world war ii nostalgia
167,2662,"War of the Worlds, The (1953)",classic philosophical aliens war science dystopia mars plot twist silly alien invasion realistic religion military
168,1394,Raising Arizona (1987),classic quirky witty kidnapping comedy hilarious cheesy crime satirical
169,915,Sabrina (1954),classic drama love romance new york chick flick comedy feel-good 1950s paris nostalgia
170,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),classic boring interesting depressing murder mental illness dark black comedy satire predictable satirical hollywood writing 1950s
171,2099,Song of the South (1946),classic racism talking animals controversial animals rabbits
172,2863,"Hard Day's Night, A (1964)",classic musical music quirky comedy musicians 1960s rock and roll adolescence
173,3363,American Graffiti (1973),classic friendship love college coming of age teen dance gangs police 1960s rock and roll cars school radio california nostalgia
174,25798,Island of Lost Souls (1932),classic horror surreal
175,8711,Mr. Blandings Builds His Dream House (1948),['classic']
176,52435,How the Grinch Stole Christmas! (1966),classic funny children humor surrealism obsession christmas short
177,7075,"Court Jester, The (1956)",classic musical funny action medieval england
178,4018,What Women Want (2000),classic funny romance chick flick awesome hilarious women single father
179,947,My Man Godfrey (1936),classic romance comedy awesome 1930s homeless
180,950,"Thin Man, The (1934)",classic quirky mystery murder comedy detective investigation police
181,1266,Unforgiven (1992),classic western revenge sexuality gritty redemption prostitution hitman realistic 19th century
182,1932,"Great Ziegfeld, The (1936)",classic musical love comedy circus broadway
183,3508,"Outlaw Josey Wales, The (1976)",classic western revenge sexuality story 19th century texas civil war
184,7834,After the Thin Man (1936),classic quirky mystery murder comedy private detective
185,2797,Big (1988),classic children comedy coming of age 1980s sex childhood baseball sweet toys
186,3917,Hellraiser (1987),classic horror boring adultery murder revenge surreal cheesy supernatural cult gothic demons
187,2648,Frankenstein (1931),classic horror controversial gothic
188,7116,Diabolique (Les diaboliques) (1955),classic boring mystery murder suspense black comedy scary private detective 1950s boarding school
189,316,Stargate (1994),classic aliens first contact time travel science fiction space space travel action violence mythology teleportation religion military archaeology
190,1073,Willy Wonka & the Chocolate Factory (1971),classic musical fantasy music quirky funny children story espionage imagination surreal witty dark chocolate
191,4356,Gentlemen Prefer Blondes (1953),classic musical romantic comedy paris
192,3168,Easy Rider (1969),classic music quirky drugs murder social commentary sex marijuana gritty freedom adolescence
193,3421,Animal House (1978),classic music boring comedy college sex 1960s drinking beer
194,4642,Hedwig and the Angry Inch (2000),classic musical music quirky funny queer gay sexuality surreal dark inspiring sex musicians transgender
195,1704,Good Will Hunting (1997),classic thought-provoking drama emotional love genius child abuse character study psychology science mathematics courtroom college coming of age feel-good inspirational cheesy intellectual baseball boston irish
196,3578,Gladiator (2000),classic boring drama action history revenge violence predictable redemption intense entertaining freedom epic historical slavery visual moving global warming rome
197,4148,Hannibal (2001),classic disturbing psychology revenge suspense torture crime italy cannibalism goth
198,4306,Shrek (2001),classic adventure fantasy funny romance psychology children talking animals witty parody magic animation plot twist comedy satire crude humor hilarious fun kids fairy tales
199,7451,Mean Girls (2004),classic romantic drama friendship funny revenge mathematics comedy coming of age teen high school hilarious
200,71535,Zombieland (2009),classic horror music survival funny witty parody dark humor comedy violence teen zombies gore hollywood short
201,1345,Carrie (1976),classic horror revenge dark social commentary high school tragedy isolation bullying religion heartbreaking goth school camp
202,2268,"Few Good Men, A (1992)",classic thought-provoking drama lawyers corruption murder secrets chick flick courtroom courtroom drama conspiracy morality crime suicide military
203,2288,"Thing, The (1982)",classic horror aliens disturbing suspense psychological sex alien invasion isolation gore antarctica
204,8751,Gun Crazy (a.k.a. Deadly Is the Female) (1949),classic loneliness disturbing suspense gritty crime
205,32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",classic aliens space interesting surreal satire short moon
206,74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),classic drama comedy crime
207,910,Some Like It Hot (1959),classic queer murder jazz comedy mafia romantic comedy organized crime gangsters trains sexy cross dressing chicago prohibition funny as hell
208,51119,"Dagger of Kamui, The (1985)",classic murder revenge epic treasure
209,135848,Kite (1998),classic revenge violence sex cult rape
210,136024,The Professional: Golgo 13 (1983),classic anime action violence sex cult mafia
211,1212,"Third Man, The (1949)",classic music boring mystery disturbing murder investigation photography noir vienna
212,914,My Fair Lady (1964),classic musical music love funny romance marriage story witty
213,2078,"Jungle Book, The (1967)",classic musical talking animals animation animals cute jungle
214,2105,Tron (1982),classic adventure fantasy science fiction action thriller true story alternate reality dystopia technology animation 1980s video games computers hackers cyberpunk virtual reality
215,2019,Seven Samurai (Shichinin no samurai) (1954),classic drama western action science revenge epic historical samurai japan foreign horses
216,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",classic horror adventure fantasy music time travel boring friendship action romance story inspiring magic awesome scary nature cheesy epic mythology high fantasy wizards cult photography modern fantasy fighting great
217,1259,Stand by Me (1986),classic adventure boring friendship coming of age cheesy 1960s 1950s childhood adolescence good
218,942,Laura (1944),classic romance mystery murder suspense plot twist detective investigation obsession noir
219,954,Mr. Smith Goes to Washington (1939),classic drama emotional disturbing corruption politics political satire satirical camp
220,1260,M (1931),classic disturbing psychological mental illness organized crime germany creepy foreign berlin
221,1954,Rocky (1976),classic drama funny romance poverty inspirational boxing fighting
222,2000,Lethal Weapon (1987),classic drama funny action humor torture kidnapping comedy police los angeles christmas
223,2012,Back to the Future Part III (1990),classic adventure fantasy time travel science fiction western alternate reality future comedy steampunk time trains alternate universe california
224,2018,Bambi (1942),classic orphans sad talking animals animation coming of age animals cute
225,3959,"Time Machine, The (1960)",classic time travel dystopia future 1960s
226,2490,Payback (1999),classic funny action revenge new york parody plot twist organized crime gangsters money heroin
227,595,Beauty and the Beast (1991),classic musical romance beautiful story animation kids redemption 18th century fairy tales sweet
228,73854,"Rudolph, the Red-Nosed Reindeer (1964)",classic adventure children talking animals kids christmas
229,898,"Philadelphia Story, The (1940)",classic awesome
230,3000,Princess Mononoke (Mononoke-hime) (1997),classic philosophical adventure anime fantasy drama friendship action history beautiful dystopia talking animals surreal dark animation nature anti-war wilderness prostitution gore japan demons
231,908,North by Northwest (1959),classic adventure mystery assassination thriller mistaken identity suspense espionage witty epic trains aviation
232,659,Purple Noon (Plein soleil) (1960),classic suspense police
233,1252,Chinatown (1974),classic boring mystery murder dark 1930s investigation crime incest private detective los angeles rape noir
234,1333,"Birds, The (1963)",classic horror adultery strange suspense story animals birds
235,2401,Pale Rider (1985),classic violence horses
236,6724,Paper Moon (1973),classic friendship 1930s depression
237,79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),classic space opera
238,45672,Click (2006),classic time travel philosophy thought-provoking funny dogs depressing hospital alternate reality children future comedy cheesy time
239,1084,Bonnie and Clyde (1967),classic romance biography crime controversial 1920s satirical gangsters texas prohibition
240,1030,Pete's Dragon (1977),classic musical music boring friendship funny action fun dragons drinking
241,2033,"Black Cauldron, The (1985)",classic fantasy magic scary short dark fantasy pigs
242,2123,All Dogs Go to Heaven (1989),classic death dogs sad animation gambling nostalgia new orleans
243,2137,Charlotte's Web (1973),classic musical music sad talking animals animation animals cute sweet spiders pigs
244,2142,"American Tail: Fievel Goes West, An (1991)",classic western talking animals animation redemption nostalgia
245,2409,Rocky II (1979),classic hospital silly boxing fighting
246,5264,Clockstoppers (2002),classic time
247,1242,Glory (1989),classic war racism history true story inspirational historical military civil war
248,1025,"Sword in the Stone, The (1963)",classic musical fantasy music funny children magic animation silly historical medieval cute
249,2096,Sleeping Beauty (1959),classic musical fantasy music boring romantic surreal magic animation kids slavery dragons fairy tales sweet witches
250,143245,The Little Prince (2015),classic adventure fantasy philosophy emotional beautiful dystopia story animation educational utopia childhood school sweet crazy
251,1253,"Day the Earth Stood Still, The (1951)",classic aliens first contact science fiction humanity mars social commentary anti-war military
252,480,Jurassic Park (1993),classic horror adventure fantasy music science fiction drama death funny action thriller true story science genetics children suspense scary violence cloning dinosaurs fun intense cheesy epic creepy hawaii nostalgia
253,216,Billy Madison (1995),classic funny children comedy high school silly school
254,4571,Bill & Ted's Excellent Adventure (1989),classic adventure time travel history future comedy teen high school absurd satirical rock and roll short
255,1982,Halloween (1978),classic horror murder violence teen marijuana intense police halloween
256,928,Rebecca (1940),classic death love adultery suspense gothic obsession
257,4327,"Magnificent Seven, The (1960)",classic western friendship murder
258,6986,Ben-Hur: A Tale of the Christ (1925),classic revenge
259,7386,"Ten Commandments, The (1956)",classic history violence epic religion slavery christian biblical egypt god judaism
260,1284,"Big Sleep, The (1946)",classic mystery murder suspense detective infidelity gambling private detective los angeles sexy sisters noir
261,30810,"Life Aquatic with Steve Zissou, The (2004)",classic adventure boring quirky friendship funny humor dark plot twist weird comedy marijuana silly absurd pirates great
262,1967,Labyrinth (1986),classic musical fantasy music imagination surreal surrealism crude humor 1980s supernatural fairy tales dark fantasy puppets
263,1217,Ran (1985),classic war emotional assassination beautiful revenge epic samurai tragedy medieval foreign brothers
264,1587,Conan the Barbarian (1982),classic adventure science fiction action magic 1980s sex epic high fantasy wizards cult slavery fighting monsters pulp
265,586,Home Alone (1990),classic funny children humor comedy hilarious crime creativity homosexuality christmas nostalgia
266,592,Batman (1989),classic action thriller revenge future dark crime realistic goth bizarre
267,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",classic humor animation rome
268,8879,Murder on the Orient Express (1974),classic mystery murder detective investigation private detective trains
269,277,Miracle on 34th Street (1994),classic competition christmas
